"id","slang","formal"
"2413","kuningggg","kuning"
"2414","nyolot","menyolot"
"2415","elahh","alah"
"2416","pnting","penting"
"2417","bela2in","membela-bela"
"2418","marah2an","marah-marahan"
"2419","wlaupun","walaupun"
"2420","syantiiiiikkkkkkkkkkkk","cantik"
"2421","bwa""""","bawa-bawa"
"2422","agma","agama"
"2423","hijabb","hijab"
"2424","kerrennn","keren"
"2425","ngetik","mengetik"
"2426","ntah","entah"
"2427","pan","kapan"
"2428","mateeeek","mati"
"2429","geetoo","begitu"
"2430","sewain","menyewa"
"2431","kokkk","kok"
"2432","muluuu","melulu"
"2433","yaaang","yang"
"2434","iyaa","iya"
"2435","gituu","begitu"
"2436","yappp","ya"
"2437","uwahhhhh","wah"
"2438","bnr2","benar-benar"
"2439","psgn","pasangan"
"2440","ujg","ujung"
"2441","rmbut","rambut"
"2442","smp","sampai"
"2443","kki","kaki"
"2444","hayukk","hayo"
"2445","ntab","mantab"
"2446","atuhhh","atuh"
"2447","yukss","yuk"
"2448","lihaatttt","lihat"
"2449","niiiihh","nih"
"2450","liattt","lihat"
"2451","cuyyy","cuy"
"2452","gapernah","tidak pernah"
"2453","liatiii","lihat"
"2454","jombsss","jomblo"
"2455","emesshhh","gemas"
"2456","gemeessss","gemas"
"2457","poollll","pol"
"2458","gemesyak","gemas ya"
"2459","bngttt","banget"
"2460","ngegmesin","menggemaskan"
"2461","hndak","hendak"
"2462","hndk","hendak"
"2463","iiih","ih"
"2464","lutunaa","lucunya"
"2465","abiz","habis"
"2466","gemes","gemas"
"2467","ngareppppp","mengharap"
"2468","aamiinin","amin"
"2469","imuutt","imut"
"2470","abizzz","habis"
"2471","tay","tahi"
"2472","toketnya","teteknya"
"2473","tumpe2","tumpah-tumpah"
"2474","lenje","lenjeh"
"2475","tuuuuh","tuh"
"2476","cantinya","cantiknya"
"2477","macam2","macam-macam"
"2478","mbak""""","mbak-mbak"
"2479","ngatain","mengatai"
"2480","mbaknyaahh","mbaknya"
"2481","pyudara","payudara"
"2482","ditutupin","ditutupi"
"2483","bgitu","begitu"
"2484","ngomongnya","mengomongnya"
"2485","sich","sih"
"2486","cantiik2","cantik-cantik"
"2487","hati.a","hatinya"
"2488","mk.a","makanya"
"2489","mlt.a","mulutnya"
"2490","nyerocooooos","mencerocos"
"2491","kyk.a","sepertinya"
"2492","sklh","sekolah"
"2493","pljrn","pelajaran"
"2494","srng","sering"
"2495","ngilang","menghilang"
"2496","dikatain","dikatai"
"2497","maluuu","malu"
"2498","ngalahin","mengalahkan"
"2499","brisi","berisi"
"2500","pkoknya","pokoknya"
"2501","canti","cantik"
"2502","astagfirullh","astagfirullah"
"2503","nutupin","menutupi"
"2504","ori","orisinal"
"2505","kakakaaaaaaaaaaaaaa","kakak"
"2506","cantikkkkkkkk","cantik"
"2507","batwc","banget"
"2508","kamyuhhh","kamu"
"2509","dbwh","dibawah"
"2510","bukti2","bukti-bukti"
"2511","senenggg","senang"
"2512","mao","mau"
"2513","murhan","murahan"
"2514","prwtn","perawatan"
"2515","wjh","wajah"
"2516","bgettt","banget"
"2517","mereka2","mereka-mereka"
"2518","pakke","pakai"
"2519","dipake","dipakai"
"2520","ktergantungan","ketergantungan"
"2521","prwatn","perawatan"
"2522","ngebuktiin","membuktikan"
"2523","hslnya","hasilnya"
"2524","awal2","awal-awal"
"2525","setabil","stabil"
"2526","maksih","terima kasih"
"2527","gratiss","gratis"
"2528","bbrpa","beberapa"
"2529","gara""""","gara-gara"
"2530","benar""""","benar-benar"
"2531","ajaibb","ajaib"
"2532","pokonya","pokoknya"
"2533","setujuuu","setuju"
"2534","digituin","dibegitukan"
"2535","sekolahin","sekolahkan"
"2536","ajarin","ajarkan"
"2537","sendirii","sendiri"
"2538","mrnghadapi","menghadapi"
"2539","apalg","apalagi"
"2540","naka","nakal"
"2541","sdkt","sedikit"
"2542","besar2in","besar-besarkan"
"2543","bgmana","bagaimana"
"2544","s*inetr*n","sinetron"
"2545","mrusak","merusak"
"2546","mndpt","mendapat"
"2547","skt","sakit"
"2548","sebnyak","sebanyak"
"2549","terburu2","terburu-buru"
"2550","baik2","baik-baik"
"2551","ngumpat2","mengumpat-ngumpat"
"2552","nantangin","menantang"
"2553","ngegampar","menggampar"
"2554","ngelaporin","melaporkan"
"2555","salahin","salahkan"
"2556","gabisa","tidak bisa"
"2557","konsekwensi","konsekuensi"
"2558","muliany","mulianya"
"2559","mungki","mungkin"
"2560","lngsung","langsung"
"2561","tsb","tersebut"
"2562","t4","tempat"
"2563","bacahalah","bacalah"
"2564","dikerasin","dikerasi"
"2565","gkkan","tidak akan"
"2566","ngulangin","mengulangi"
"2567","bedaa","beda"
"2568","pnyaa","punya"
"2569","bol3h","boleh"
"2570","ngadu","mengadu"
"2571","ketauan","ketahuan"
"2572","dimarahin","dimarahi"
"2573","nyelesain","menyelesaikan"
"2574","troma","trauma"
"2575","kerasin","kerasi"
"2576","kamu2","kamu-kamu"
"2577","cewer","jewer"
"2578","bilanh","bilang"
"2579","jwban","jawaban"
"2580","nuduh","menuduh"
"2581","ngatur","mengatur"
"2582","rajin2","rajin-rajin"
"2583","bacaaaa","baca"
"2584","kekk","seperti"
"2585","jungkiir","jungkir"
"2586","gunaa","guna"
"2587","bales2in","balas-membalas"
"2588","orangg","orang"
"2589","tauuuu","tau"
"2590","byak","banyak"
"2591","kepad","kepada"
"2592","bantuanny","bantuannya"
"2593","ttinggi","tinggi"
"2594","perna","pernah"
"2595","grgr","gara-gara"
"2596","jari2","jari-jari"
"2597","pukulin","pukuli"
"2598","bengkak2","bengkak-bengkak"
"2599","komentarin","mengomentari"
"2600","bijak2","bijak-bijak"
"2601","lama2","lama-lama"
"2602","menurur","menurut"
"2603","tipe2","tipe-tipe"
"2604","diliat","dilihat"
"2605","liatlah","lihatlah"
"2606","teguran2","teguran-teguran"
"2607","gr2","gara-gara"
"2608","gamau","tidak mau"
"2609","skolah","sekolah"
"2610","pdahal","padahal"
"2611","klas","kelas"
"2612","tkut","takut"
"2613","grunya","gurunya"
"2614","pndah","pindah"
"2615","liat2","lihat-lihat"
"2616","masukin","memasuki"
"2617","dilindungin","dilindungi"
"2618","kasiaannn","kasihan"
"2619","miring2","miring-miring"
"2620","tinggalin","tinggalkan"
"2621","kaitannha","kaitannya"
"2622","sud","sudah"
"2623","pinter","pintar"
"2624","rana","ranah"
"2625","thdp","terhadap"
"2626","scr","secara"
"2627","bhkn","bahkan"
"2628","justeru","justru"
"2629","ngatai","mengatai"
"2630","kln","kalian"
"2631","sukak","suka"
"2632","termuraaahhhh","termurah"
"2633","brkunjun","berkunjung"
"2634","suarranya","suaranya"
"2635","bner""""","benar-benar"
"2636","iu","itu"
"2637","bgussss","bagus"
"2638","kmaren","kemarin"
"2639","ambilin","mengambil"
"2640","biasaaaa","biasa"
"2641","luuuaar","luar"
"2642","redho","ridho"
"2643","rezki","rezeki"
"2644","kepd","kepada"
"2645","luaarrr","luar"
"2646","biasaaa","biasa"
"2647","jadilh","jadilah"
"2648","bnr","benar"
"2649","terhaaru","terharu"
"2650","orrunya","orang tuanya"
"2651","flm","film"
"2652","kalok","kalo"
"2653","adek2","adek-adek"
"2654","loncatt","loncat"
"2655","hampasss","hempas"
"2656","tehh","teh"
"2657","bunga2","bunga-bunga"
"2658","apaaan","apaan"
"2659","ampuuunn","ampun"
"2660","daaah","dah"
"2661","bangetttttt","banget"
"2662","ituh","itu"
"2663","cantiiikk","cantik"
"2664","suaranyaaaaaa","suaranya"
"2665","idoolaaa","idola"
"2666","pulaa","pula"
"2667","penyanyi2","penyanyi-penyanyi"
"2668","wiih","wih"
"2669","apaa","apa"
"2670","miriip","mirip"
"2671","allaahh","allah"
"2672","ajahhh","saja"
"2673","trims","terima kasih"
"2674","dehat","sehat"
"2675","salammmm","salam"
"2676","hari2","hari-hari"
"2677","sihat","sehat"
"2678","buruann","buruan"
"2679","rekomendain","rekomendasikan"
"2680","trussss","terus"
"2681","bangt","banget"
"2682","cepet","cepat"
"2683","pesen","pesan"
"2684","boong","bohong"
"2685","prawatan","perawatan"
"2686","mkin","makin"
"2687","dimao","dimau"
"2688","dijadiin","dijadikan"
"2689","silahkn","silakan"
"2690","kasiatnya","khasiatnya"
"2691","minyak""""an","minyak-minyakan"
"2692","suksess","sukses"
"2693","prodak","produk"
"2694","trasa","terasa"
"2695","minpi","mimpi"
"2696","bner2","benar-benar"
"2697","mutihin","memutihkan"
"2698","smster","semester"
"2699","kmren","kemarin"
"2700","ucull","lucu"
"2701","ngomong""""","ngomong-ngomong"
"2702","udehh","sudah"
"2703","syngnya","sayangnya"
"2704","dipermainin","dipermainkan"
"2705","kocakkk","kocak"
"2706","dasarrr","dasar"
"2707","waaaaw","wow"
"2708","cannnnntikkkkkkk","cantik"
"2709","mukax","mukanya"
"2710","cantikx","cantiknya"
"2711","fatanik","fanatik"
"2712","protestin","protestan"
"2713","kakau","kalau"
"2714","marh","marah"
"2715","emngnya","memangnya"
"2716","cantiknyaa","cantiknya"
"2717","darpada","daripada"
"2718","cooooooocok","cocok"
"2719","pkk","pakai"
"2720","sling","saling"
"2721","agama'ny","agamanya"
"2722","bilng","bilang"
"2723","prcy","percaya"
"2724","lurusin","meluruskan"
"2725","biri","biru"
"2726","luco","lucu"
"2727","ultha","ultah"
"2728","batikk","batik"
"2729","arab2","arab-arab"
"2730","luchu","lucu"
"2731","baguss","bagus"
"2732","sedihhh","sedih"
"2733","syang","sayang"
"2734","ngasi","mengasih"
"2735","naaaak","nak"
"2736","astafirullah","astagfirullah"
"2737","peragain","peragakan"
"2738","shayyy","say"
"2739","anjaayy","anjay"
"2740","shay","say"
"2741","ngilerrrr","mengiler"
"2742","woyyy","woy"
"2743","shaaaay","say"
"2744","hempaass","hempas"
"2745","sayyy","say"
"2746","shayy","say"
"2747","syantiek","cantik"
"2748","njay","anjay"
"2749","hehh","eh"
"2750","cantik2","cantik-cantik"
"2751","kam","kamu"
"2752","ingeet","ingat"
"2753","sblh","sebelah"
"2754","nawarin","menawari"
"2755","amiiiiin","amin"
"2756","jauhhh","jauh"
"2757","waaahhh","wah"
"2758","ajakin","mengajak"
"2759","mntn","mantan"
"2760","ade","adek"
"2761","luhhh","lu"
"2762","yooookkk","yuk"
"2763","jrnk","jarang"
"2764","jelas""""","jelas-jelas"
"2765","kayax","seperti"
"2766","dblkng","dibelakang"
"2767","anjirr","anjir"
"2768","mirippp","mirip"
"2769","sangattt","sangat"
"2770","iyap","iya"
"2771","mayann","lumayan"
"2772","autuhh","tau tuh"
"2773","atutt","takut"
"2774","ketara","tertara"
"2775","giniii","begini"
"2776","mbaaass","mbak"
"2777","bund","bunda"
"2778","bangeeettt","banget"
"2779","almh","almarhumah"
"2780","temenkuuh","temanku"
"2781","suami'y","suaminya"
"2782","bngeeeetttt","banget"
"2783","entr","entar"
"2784","kyax","seperti"
"2785","cuantikkk","cantik"
"2786","mksdnya","maksudnya"
"2787","kaaaaaaaaaakkkkkkkkkkk","kak"
"2788","kucing'y","kucingnya"
"2789","nama'in","namai"
"2790","panggilan'ya","panggilannya"
"2791","panggilan'y","panggilannya"
"2792","z","saja"
"2793","kalw","kalau"
"2794","tips2","tips-tips"
"2795","alu","aku"
"2796","ngerrrriiii","ngeri"
"2797","ngriii","mengiri"
"2798","amatt","amat"
"2799","smpai","sampai"
"2800","kox","kok"
"2801","tmbah","tambah"
"2802","cntikk","cantik"
"2803","pkee","pakai"
"2804","smkin","semakin"
"2805","amiiiiinnn","amin"
"2806","bgmna","bagaimana"
"2807","ssorg","seseorang"
"2808","hdpn","hadapan"
"2809","foto2","foto-foto"
"2810","mnambh","menambah"
"2811","ktaatan","ketaatan"
"2812","stju","setuju"
"2813","cantikkkkkk","cantik"
"2814","dilepas2","dilepas-lepas"
"2815","tehhh","teh"
"2816","istiqomahhh","istikamah"
"2817","tehhhh","teh"
"2818","prodaknya","produknya"
"2819","imutt","imut"
"2820","amu","kamu"
"2821","nahh","nah"
"2822","mauuuuuuu","mau"
"2823","jilbb","jilbab"
"2824","tmn","teman"
"2825","ndut","gendut"
"2826","ngecek","mengecek"
"2827","psti","pasti"
"2828","penasarn","penasaran"
"2829","cuyy","cuy"
"2830","astauviruloh","astagfirullah"
"2831","paaak","pak"
"2832","diajarin","diajari"
"2833","gawl","gaul"
"2834","kecr","kece"
"2835","iih","ih"
"2836","laaaah","lah"
"2837","aned","banget"
"2838","gingsungny","gingsulnya"
"2839","blh","boleh"
"2840","cariin","carikan"
"2841","kenceng","kencang"
"2842","cuanti","cantik"
"2843","mbanya","mbaknya"
"2844","knlan","kenalan"
"2845","mbaakk","mbak"
"2846","mrka","mereka"
"2847","nyusahhin","menyusahkan"
"2848","byaran","bayaran"
"2849","wlawpun","walaupun"
"2850","sedangkn","sedangkan"
"2851","tnpa","tanpa"
"2852","bnggain","banggakan"
"2853","nyusahin","menyusahkan"
"2854","malu2in","malu-malui"
"2855","dibanggain","dibanggakan"
"2856","wlau","walau"
"2857","komenan","komentar"
"2858","bangga""""in","membangga-banggakan"
"2859","krya","karya"
"2860","bilang""""","bilang-bilang"
"2861","tinggall","tinggal"
"2862","dmna","dimana"
"2863","dripda","daripada"
"2864","bangga2in","membangga-banggakan"
"2865","dibnggain","dibanggakan"
"2866","karya2","karya-karya"
"2867","drimana","darimana"
"2868","ngepake'","memakai"
"2869","gksalah","tidak salah"
"2870","nuntut","menuntut"
"2871","ngebiarin","membiarkan"
"2872","bhas","bahas"
"2873","lagu'y","lagunya"
"2874","jadiin","jadikan"
"2875","diem","diam"
"2876","nyampah","menyampah"
"2877","mba""""","mbak-mbak"
"2878","bukan'a","bukannya"
"2879","tappi","tapi"
"2880","kalli","kali"
"2881","pacara","pacaran"
"2882","ngerebut""""","merebut-rebut"
"2883","lluu","lu"
"2884","mbaa","mbak"
"2885","ngerussak","merusak"
"2886","bela""""in","membela-bela"
"2887","bellain","membela"
"2888","kallo","kalo"
"2889","coment","komentar"
"2890","dewassa","dewasa"
"2891","comnet","komen"
"2892","pikir""""","pikir-pikir"
"2893","kaya'a","sepertinya"
"2894","kuyyy","yuk"
"2895","kitaa","kita"
"2896","sgtu'y","sebegitunya"
"2897","ngebelain","membela"
"2898","tpii","tapi"
"2899","karya""""","karya-karya"
"2900","do","di"
"2901","cali","caci"
"2902","penghrgaan","penghargaan"
"2903","ajjh","saja"
"2904","lbihh","lebih"
"2905","baikk","baik"
"2906","drii","dari"
"2907","artist""""","artis-artis"
"2908","maki""""","maki-maki"
"2909","sendirinnya","sendirinya"
"2910","stidaknya","setidaknya"
"2911","may","mau"
"2912","trbaikk","terbaik"
"2913","punn","pun"
"2914","mengikutii","mengikuti"
"2915","atassan","atasan"
"2916","klauu","kalau"
"2917","jngnn","jangan"
"2918","so","sok"
"2919","sendirinyya","sendirinya"
"2920","frestasiii","prestasi"
"2921","mst","mesti"
"2922","add","ada"
"2923","see","sih"
"2924","sibukx","sibuknya"
"2925","in","ini"
"2926","katanyaa","katanya"
"2927","lawaaaas","lawas"
"2928","kocaaaak","kocak"
"2929","syng","sayang"
"2930","adenya","adeknya"
"2931","pkoknyaa","pokoknya"
"2932","dsana","disana"
"2933","dua2nya","dua-duanya"
"2934","sichhhhhhhhhh","sih"
"2935","nampak","menampak"
"2936","tetehh","teteh"
"2937","wooowww","wow"
"2938","cobain","mencoba"
"2939","muga","moga"
"2940","kenalin","memperkenalkan"
"2941","janka","jangka"
"2942","wawwwww","wow"
"2943","waaaww","wow"
"2944","waaawwww","wow"
"2945","mantapp","mantap"
"2946","cobaaa","coba"
"2947","kageet","kaget"
"2948","bangettttttt","banget"
"2949","oplas","operasi plastik"
"2950","nambahh","bertambah"
"2951","paripurnahh","paripurna"
"2952","wanitah","wanita"
"2953","indonesiaah","indonesia"
"2954","cumn","cuman"
"2955","gegra","gegara"
"2956","brita","berita"
"2957","fotbar","foto bareng"
"2958","wajarrr","wajar"
"2959","sngt","sangat"
"2960","wk","waktu"
"2961","bingiittt","banget"
"2962","nampar","menampar"
"2963","tukan","tukang"
"2964","jatoh","jatuh"
"2965","muka""""","muka-muka"
"2966","cantik2nya","cantik-cantiknya"
"2967","sdgkn","sedangkan"
"2968","apa""""","apa-apa"
"2969","mancungin","memancungkan"
"2970","idung","hidung"
"2971","kusem","kusam"
"2972","drpada","daripada"
"2973","kmar","kamar"
"2974","diemm","diam"
"2975","tnggu","tunggu"
"2976","ketawain","mentertawakan"
"2977","yaelahhh","alah"
"2978","sikap""""","sikap-sikap"
"2979","bales","balas"
"2980","ampuun","ampun"
"2981","ngejatuhin","manjatuhkan"
"2982","ngelakuin","melakukan"
"2983","gedeg","gedek"
"2984","muka2","muka-muka"
"2985","eey","eh"
"2986","kslahan","kesalahan"
"2987","perhatiam","perhatian"
"2988","dibiarin","dibiarkan"
"2989","sbnrny","sebenarnya"
"2990","trjd","terjadi"
"2991","mkir","memikir"
"2992","hny","hanya"
"2993","apalai","apalagi"
"2994","bkal","bakal"
"2995","saat2","saat-saat"
"2996","nyadar","menyadar"
"2997","bka","buka"
"2998","berani2","berani-berani"
"2999","lucuuuuu","lucu"
"3000","pipi'y","pipinya"
"3001","gemmeeezzz","gemas"
"3002","sukam","suka"
"3003","menghilangkn","menghilangkan"
"3004","mnjdkan","menjadikan"
"3005","mudah2n","mudah-mudahan"
"3006","stlh","setelah"
"3007","soalx","soalnya"
"3008","keche","kece"
"3009","badaii","badai"
"3010","btuh","butuh"
"3011","ktanya","katanya"
"3012","bebrp","beberapa"
"3013","sblum","sebelum"
"3014","santab","santap"
"3015","salehah","salihah"
"3016","mikirin","memikirkan"
"3017","subhannallah","subhanallah"
"3018","konsul","konsultasi"
"3019","pengalam","pengalaman"
"3020","poko","pokok"
"3021","trun","turun"
"3022","kuninggg","kuning"
"3023","pinkkkk","pink"
"3024","warnany","warnanya"
"3025","seger","segar"
"3026","senangat","semangat"
"3027","msknya","masaknya"
"3028","kerennnn","keren"
"3029","ciptain","menciptakan"
"3030","bagussss","bagus"
"3031","sayangkuh","sayangku"
"3032","gans","ganteng"
"3033","kren","keren"
"3034","babget","banget"
"3035","dihh","dih"
"3036","jadu","jadi"
"3037","ksyngn","kesayangan"
"3038","haru","harus"
"3039","ngingetin","mengingatkan"
"3040","narik","menarik"
"3041","orang""""","orang-orang"
"3042","gokilll","gila"
"3043","astagaaaa","astaga"
"3044","hancuuuuuy","hancur"
"3045","mattihhh","mati"
"3046","beudd","banget"
"3047","termiribkan","termiripkan"
"3048","dngerin","mendengarkan"
"3049","brrti","berarti"
"3050","wenakk","enak"
"3051","nganteng","ganteng"
"3052","abanggg","abang"
"3053","seksii","seksi"
"3054","gtuh","begitu"
"3055","jadii","jadi"
"3056","emeezzz","gemas"
"3057","amohhh","kamu"
"3058","maau","mau"
"3059","eyke","aku"
"3060","gilakkkkk","gila"
"3061","awk","awak"
"3062","duhhhhh","duh"
"3063","wowww","wow"
"3064","liaatt","lihat"
"3065","iniiiii","ini"
"3066","aloh","allah"
"3067","ngettt","banget"
"3068","maso","masa"
"3069","brubah","berubah"
"3070","pelastik","plastik"
"3071","keak","seperti"
"3072","dengerin","mendengarkan"
"3073","beud","banget"
"3074","pahamin","memahami"
"3075","takuuuuut","takut"
"3076","ahahahanjirrr","anjir"
"3077","jogetin","berjoget"
"3078","shaay","say"
"3079","boker","berak"
"3080","pacarnyaa","pacarnya"
"3081","siapaa","siapa"
"3082","matii","mati"
"3083","ketawaa","ketawa"
"3084","wanjiir","anjir"
"3085","bw","bawa"
"3086","minta","meminta"
"3087","bnran","benaran"
"3088","sgla","segala"
"3089","uitnya","duitnya"
"3090","beliiin","belikan"
"3091","yaaah","ya"
"3092","sekaeang","sekarang"
"3093","tgk","tengok"
"3094","tanyain","tanyakan"
"3095","jatuhnyaa","jatuhnya"
"3096","banyakin","membanyaki"
"3097","tipu2nya","tipu-tipunya"
"3098","doaang","doang"
"3099","gituan","begituan"
"3100","kaj","kak"
"3101","wahhhhhh","wah"
"3102","iiiiiiiii","ih"
"3103","kaliiiiiii","kali"
"3104","melebihin","melebihi"
"3105","gakpapa","tidak apa-apa"
"3106","kalogak","kalo tidak"
"3107","sm2","sama-sama"
"3108","ndukung","mendukung"
"3109","kaaaaa","kak"
"3110","aamiinnn","amin"
"3111","skluarga","sekeluarga"
"3112","suaminga","suaminya"
"3113","berhijap","berhijab"
"3114","smgaa","semoga"
"3115","istiqamah","istikamah"
"3116","cuaaantikk","cantik"
"3117","muraaaaah","murah"
"3118","baraang","barang"
"3119","aamiiin","amin"
"3120","bets","banget"
"3121","alhamdulillaaaaah","alhamdulillah"
"3122","sembuhin","menyembuhkan"
"3123","pengrusak","perusak"
"3124","ngoceh","mengoceh"
"3125","aduhhh","aduh"
"3126","hpus","hapus"
"3127","pjang","pajang"
"3128","bdampingan","berdampingan"
"3129","kaga","kagak"
"3130","uih","uh"
"3131","serem""""","seram-seram"
"3132","happi""""","hepi-hepi"
"3133","bgtuu","begitu"
"3134","mff","maaf"
"3135","ktwa","ketawa"
"3136","trlalu","terlalu"
"3137","jjur","jujur"
"3138","ngmg","mengomong"
"3139","semogaa","semoga"
"3140","kepelesett","terpeleset"
"3141","geeelaakk","gila"
"3142","bolang","bocah petualang"
"3143","pkek","pakai"
"3144","lagihh","lagi"
"3145","hedeuuhh","aduh"
"3146","stress","stres"
"3147","saltummmm","salah kostum"
"3148","mboizzz","bois"
"3149","suda","sudah"
"3150","kayaq","seperti"
"3151","ema","emak"
"3152","dirumahny","dirumahnya"
"3153","yuh","tuh"
"3154","rmbt","rambut"
"3155","apus","hapus"
"3156","siapayahh","siapa ya"
"3157","kostom","kostum"
"3158","gnii","begini"
"3159","atuu","satu"
"3160","pipinyaaa","pipinya"
"3161","bungkuuuuuuuuusss","bungkus"
"3162","iiiihhhhhj","ih"
"3163","emeessss","gemas"
"3164","pipine","pipinya"
"3165","glembeeeer","gelambir"
"3166","lucunaaa","lucunya"
"3167","cubanget","lucu banget"
"3168","pengenn","ingin"
"3169","unyuuk","unyu"
"3170","dedek","adek"
"3171","lucunyah","lucunya"
"3172","mantaaap","mantap"
"3173","keduaa","kedua"
"3174","trsrh","terserah"
"3175","ksih","kasih"
"3176","seterong","setrong"
"3177","teyuss","terus"
"3178","dimasukin","dimasuki"
"3179","jelekin","menjelekkan"
"3180","jahatin","menjahati"
"3181","tai","tahi"
"3182","gtw","tidak tau"
"3183","qo","kok"
"3184","nulis","menulis"
"3185","nyebutin","menyebutkan"
"3186","ngertiin","mengerti"
"3187","rasaiin","rasai"
"3188","gakusah","tidak usah"
"3189","disni","disini"
"3190","sabarrr","sabar"
"3191","semangaatttt","semangat"
"3192","nyalahin","menyalahkan"
"3193","bedainnya","membedakannya"
"3194","keknya","sepertinya"
"3195","krus","kurus"
"3196","elaaaahhhh","alah"
"3197","cogan","cowok ganteng"
"3198","tap8","tapi"
"3199","pandanginya","memandanginya"
"3200","kenaliiin","kenalkan"
"3201","banyak2","banyak-banyak"
"3202","yo","ya"
"3203","suko","suka"
"3204","niih","nih"
"3205","sihhhh","sih"
"3206","sebaik""""","sebaik-baik"
"3207","segtu","sebegitu"
"3208","ngebenci","membenci"
"3209","bakar2in","bakar-bakari"
"3210","padhe","pakde"
"3211","yya","ya"
"3212","atw","atau"
"3213","dosa2mu","dosa-dosamu"
"3214","maafin","memaafi"
"3215","gile","gila"
"3216","ujung2","ujung-ujung"
"3217","dalem2","dalam-dalam"
"3218","kgak","kagak"
"3219","bahas2","bahas-bahas"
"3220","ud","sudah"
"3221","woles","selow"
"3222","hianatin","khianati"
"3223","halangin","halangi"
"3224","iyuh","ih"
"3225","iyuuuhhhh","ih"
"3226","gaje","tidak jelas"
"3227","gabakal","tidak bakal"
"3228","adapin","menghadapi"
"3229","ngehakimi","menghakimi"
"3230","ngejuangin","memperjuangkan"
"3231","dipojokin","dipojokkan"
"3232","bacotin","bacoti"
"3233","berati","berarti"
"3234","kebangetak","kebangetan"
"3235","tangkep","tangkap"
"3236","bt","buat"
"3237","sadis2","sadis-sadis"
"3238","maksir","menaksir"
"3239","hebatt","hebat"
"3240","pndang","pandang"
"3241","pmbelajaran","pembelajaran"
"3242","ngejelek","menjelekkan"
"3243","maslah","masalah"
"3244","mmperbaiki","memperbaiki"
"3245","nahan","menahan"
"3246","kafeh","kafe"
"3247","remang2","remang-remang"
"3248","mlh","malah"
"3249","tinggl","tinggal"
"3250","dirmh","dirumah"
"3251","iyuuhhh","ih"
"3252","ktika","ketika"
"3253","dipuja2","dipuja-puja"
"3254","ngrasain","merasai"
"3255","ityl","itil"
"3256","hbs","habis"
"3257","marah2","marah-marah"
"3258","wenak","enak"
"3259","ngarang","mengarang"
"3260","kelas'a","kelasnya"
"3261","hadeeehhh","aduh"
"3262","kecil""""","kecil-kecil"
"3263","gtu""""an","begitu-gituan"
"3264","gmanapun","bagaimanapun"
"3265","kr","kira"
"3266","nenek2","nenek-nenek"
"3267","taux","taunya"
"3268","urat2nya","urat-uratnya"
"3269","ketarik","tertarik"
"3270","ngorbanin","mengorbankan"
"3271","eksprsi","ekspresi"
"3272","gitulah","begitulah"
"3273","foto""""","foto-foto"
"3274","mamas","mas"
"3275","bandingin","bandingkan"
"3276","tua2","tua-tua"
"3277","terus2an","terus-terusan"
"3278","waduhh","waduh"
"3279","bawa""""","bawa-bawa"
"3280","badingkan","membandingkan"
"3281","ngurus","mengurus"
"3282","lanjutin","lanjutkan"
"3283","ributin","meributkan"
"3284","brantem","berantem"
"3285","belain","membela"
"3286","lipetan","lipatan"
"3287","nenek""""","nenek-nenek"
"3288","bneraan","benaran"
"3289","kageeet","kaget"
"3290","sangaaattt","sangat"
"3291","rmbuut","rambut"
"3292","nt","nanti"
"3293","walik","balik"
"3294","oma2","oma-oma"
"3295","kellen","kalian"
"3296","nyerocos","mencerocos"
"3297","ibuk2","ibu-ibu"
"3298","ngomenin","mengomentari"
"3299","iseng2","iseng-iseng"
"3300","niyyyyhhhh","nih"
"3301","sexi2","seksi-seksi"
"3302","blik","balik"
"3303","kenape","kenapa"
"3304","ladenin","meladeni"
"3305","skit","sakit"
"3306","hat","hati"
"3307","jilbabnye","jilbabnya"
"3308","ledkin","meledeki"
"3309","digabtikan","digantikan"
"3310","jng","jangan"
"3311","ngumung","mengomong"
"3312","ilang-in","hilangkan"
"3313","prinadi","pribadi"
"3314","luh","lu"
"3315","yep","ya"
"3316","helooooo","halo"
"3317","loe","lo"
"3318","palingann","palingan"
"3319","berjinah","berzina"
"3320","munaafikk","munafik"
"3321","urusn","urusan"
"3322","saudra","saudara"
"3323","trganggu","terganggu"
"3324","bhijab","berhijab"
"3325","lepasin","melepas"
"3326","smentara","sementara"
"3327","waduhhh","waduh"
"3328","ursan","urusan"
"3329","sudab","sudah"
"3330","dwsa","dewasa"
"3331","rpt2","repot-repot"
"3332","ngaji","mengaji"
"3333","nmr","nomor"
"3334","romantiz","romantis"
"3335","murmer","murah meriah"
"3336","pensaran","penasaran"
"3337","baru2","baru-baru"
"3338","yuukk","yuk"
"3339","kitaaa","kita"
"3340","lainnyaa","lainnya"
"3341","perbulannn","perbulan"
"3342","penyebab2","penyebab-penyebab"
"3343","nyupir","menyopir"
"3344","steess","stres"
"3345","kwatir","kawatir"
"3346","tengah2","tengah-tengah"
"3347","duetin","duet"
"3348","mudaa","muda"
"3349","sebenernya","sebenarnya"
"3350","silsturahmi","silaturahmi"
"3351","dijkt","dijakarta"
"3352","cums","cuma"
"3353","undangan2","undangan-undangan"
"3354","past","pasti"
"3355","ayukk","yuk"
"3356","ngucapin","mengucapkan"
"3357","filmny","filmnya"
"3358","ntn","menonton"
"3359","nobar","menonton bareng"
"3360","kemariin","kemarin"
"3361","knpp","kenapa"
"3362","lggi","lagi"
